"filename", "language", "C#", "YAML", "XML", "Docker", "Ignore", "Markdown", "TypeScript JSX", "JSON", "TypeScript", "Terraform", "terraform-vars", "JSON with Comments", "JavaScript", "PostCSS", "HTML", "comment", "blank", "total"
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/LandingManagement/pages/AboutPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/LandingManagement/pages/ContactPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/LandingManagement/pages/FeaturesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/LandingManagement/pages/LandingNav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 175
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/LandingManagement/pages/LandingPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/LandingManagement/pages/LandingRootLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/LandingManagement/pages/PricingPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/LandingManagement/pages/RegistrationPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 256
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/PublicLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/RootLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/TenantPublicLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 19
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/appointmentManagement/pages/AppointmentPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 96
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/auth/PrivateRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 21
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/auth/api/useAuthUserApi.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 23, 16, 77
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/auth/hooks/AuthContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 80
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/auth/hooks/LoginButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 20
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/auth/hooks/LogoutButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 43
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/auth/pages/AuthLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/auth/pages/LoginPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 123
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/auth/pages/SignupPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22, 223
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/billingManagement/pages/BillingPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/commonApiConfig/apiClient.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/commonApiConfig/config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/home/pages/DashboardPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 161
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/home/pages/HomePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 172
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/home/pages/UserProfile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 109, 37, 368
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/home/sidenav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 553, 0, 0, 0, 0, 0, 0, 0, 0, 26, 30, 609
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 18
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/notificationManagement/pages/NotificationPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/patientManagement/pages/PatientPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/routes-manager/LafiyaSiraRouters.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 89
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/tenantManagement/api/useTenantApi.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 45
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/tenantManagement/pages/TenantPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aboubacarsogoba/Desktop/LSFramework/ls-front-end/src/theme/ThemeConfig.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 1, 5, 121
